证券代码,证券简称,基金成立日
519069.OF,汇添富价值精选A,2009-01-23
519089.OF,新华优选成长,2008-07-25
519093.OF,新华钻石品质企业,2010-02-03
519095.OF,新华行业周期轮换,2010-07-21
519097.OF,新华中小市值优选,2011-01-28
519099.OF,新华灵活主题,2011-07-13
519110.OF,浦银安盛价值成长A,2008-04-16
519115.OF,浦银安盛红利精选A,2009-12-03
519150.OF,新华优选消费,2012-06-13
519158.OF,新华趋势领航,2013-09-11
519185.OF,万家精选A,2009-05-18
519664.OF,银河美丽优萃A,2014-05-29
519665.OF,银河美丽优萃C,2014-05-29
519668.OF,银河竞争优势成长,2008-05-26
519670.OF,银河行业优选A,2009-04-24
519672.OF,银河蓝筹精选A,2010-07-16
519674.OF,银河创新成长A,2010-12-29
519678.OF,银河消费驱动A,2011-07-29
519679.OF,银河主题策略,2012-09-21
519688.OF,交银精选,2005-09-29
519692.OF,交银成长A,2006-10-23
519694.OF,交银蓝筹,2007-08-08
519698.OF,交银先锋A,2009-04-10
519702.OF,交银趋势优先A,2010-12-22
519704.OF,交银先进制造A,2011-06-22
519712.OF,交银阿尔法A,2012-08-03
519727.OF,交银成长30,2013-06-05
519736.OF,交银新成长,2014-05-09
519915.OF,富国消费主题A,2014-12-12
519979.OF,长信内需成长A,2011-10-20
519983.OF,长信量化先锋A,2010-11-18
519987.OF,长信恒利优势,2009-07-30
519991.OF,长信双利优选A,2008-06-19
519993.OF,长信增利策略,2006-11-09
519994.OF,长信金利趋势A,2006-04-30
519996.OF,长信银利精选A,2005-01-17
530001.OF,建信恒久价值,2005-12-01
530003.OF,建信优选成长A,2006-09-08
530006.OF,建信核心精选,2008-11-25
530011.OF,建信内生动力A,2010-11-16
530019.OF,建信社会责任,2012-08-14
540002.OF,汇丰晋信龙腾,2006-09-27
550002.OF,中信保诚精萃成长A,2006-11-27
550003.OF,中信保诚盛世蓝筹,2008-06-04
550008.OF,信诚优胜精选A,2009-08-26
550009.OF,信诚中小盘A,2010-02-10
550015.OF,中信保诚至远动力A,2017-08-31
550016.OF,中信保诚至远动力C,2017-08-31
560002.OF,益民红利成长,2006-11-21
570001.OF,诺德价值优势,2007-04-19
570005.OF,诺德成长优势,2009-09-22
570006.OF,诺德中小盘,2010-06-28
570007.OF,诺德优选30,2011-05-05
570008.OF,诺德周期策略,2012-03-21
580002.OF,东吴价值成长A,2006-12-15
580003.OF,东吴行业轮动A,2008-04-23
580006.OF,东吴新经济A,2009-12-30
590001.OF,中邮核心优选,2006-09-28
590002.OF,中邮核心成长,2007-08-17
590005.OF,中邮核心主题,2010-05-19
590008.OF,中邮战略新兴产业,2012-06-12
610001.OF,信澳领先增长A,2007-03-08
610004.OF,信澳中小盘,2009-12-01
610005.OF,信澳红利回报,2010-07-28
610006.OF,信澳产业升级,2011-06-13
610007.OF,信澳消费优选,2012-09-04
620004.OF,金元顺安价值增长,2009-09-11
620006.OF,金元顺安消费主题,2010-09-15
630002.OF,华商盛世成长,2008-09-23
630006.OF,华商产业升级,2010-06-18
630010.OF,华商价值精选,2011-05-31
630011.OF,华商主题精选,2012-05-31
660001.OF,农银汇理行业成长A,2008-08-04
660004.OF,农银汇理策略价值,2009-09-29
660005.OF,农银汇理中小盘,2010-03-25
660006.OF,农银汇理大盘蓝筹,2010-09-01
660010.OF,农银汇理策略精选,2011-09-06
660012.OF,农银汇理消费主题A,2012-04-24
660015.OF,农银汇理行业轮动A,2012-11-14
671010.OF,西部利得策略优选A,2011-01-25
688888.OF,浙商聚潮产业成长A,2011-05-17
690003.OF,民生加银精选,2010-02-03
690004.OF,民生加银稳健成长,2010-06-29
690005.OF,民生加银内需增长,2011-01-28
690007.OF,民生加银景气行业A,2011-11-22
700001.OF,平安行业先锋,2011-09-20
710001.OF,富安达优势成长,2011-09-21
730001.OF,方正富邦创新动力A,2011-12-26
730002.OF,方正富邦红利精选A,2012-11-20
740001.OF,长安宏观策略A,2012-03-09
850004.OF,海通量化价值精选一年持有B,2021-02-24
850005.OF,海通核心优势B,2020-04-08
850006.OF,海通红利优选一年持有期B,2021-07-27
850010.OF,海通量化成长精选一年持有B,2021-12-23
850013.OF,海通品质升级一年持有A,2022-01-10
850088.OF,海通量化价值精选一年持有A,2021-02-24
850099.OF,海通量化价值精选一年持有C,2021-02-24
850588.OF,海通核心优势A,2020-04-08
850599.OF,海通核心优势C,2020-04-08
850688.OF,海通红利优选一年持有期A,2021-07-27
850699.OF,海通红利优选一年持有期C,2021-07-27
851088.OF,海通量化成长精选一年持有A,2021-12-23
851099.OF,海通量化成长精选一年持有C,2021-12-23
851399.OF,海通品质升级一年持有C,2022-01-10
852200.OF,海通策略优选A,2022-10-31
852289.OF,海通策略优选C,2022-10-31
860001.OF,光大阳光A,2020-06-23
860006.OF,光大阳光优选一年持有A,2020-10-14
860007.OF,光大阳光价值30个月持有A,2020-04-17
860008.OF,光大阳光生活18个月持有A,2021-05-06
860016.OF,光大阳光启明星创新驱动A,2020-08-18
860018.OF,光大阳光智造A,2020-06-30
860027.OF,光大阳光价值30个月持有B,2020-04-17
860036.OF,光大阳光B,2020-06-23
860037.OF,光大阳光C,2020-06-23
860038.OF,光大阳光智造B,2020-06-30
860039.OF,光大阳光智造C,2020-06-30
860052.OF,光大阳光启明星创新驱动B,2020-08-18
860053.OF,光大阳光启明星创新驱动C,2020-08-18
860055.OF,光大阳光优选一年持有B,2020-10-14
860056.OF,光大阳光优选一年持有C,2020-10-14
860060.OF,光大阳光生活18个月持有B,2021-05-06
860061.OF,光大阳光生活18个月持有C,2021-05-06
870005.OF,广发资管核心精选一年持有A,2021-06-02
870006.OF,广发资管盛世精选A,2023-03-20
870009.OF,广发资管平衡精选一年持有A,2020-11-30
872019.OF,广发资管平衡精选一年持有C,2020-11-30
872021.OF,广发资管核心精选一年持有C,2021-06-02
872026.OF,广发资管盛世精选C,2023-03-20
880006.OF,招商资管核心优势D,2022-08-08
900003.OF,中信证券臻选价值成长A,2020-02-18
900008.OF,中信证券稳健回报A,2020-09-16
900009.OF,中信证券成长动力A,2020-11-25
900010.OF,中信证券卓越成长两年持有A,2020-06-01
900011.OF,中信证券红利价值一年持有A,2019-10-22
900013.OF,中信证券品质生活A,2021-07-16
900022.OF,中信证券臻选回报两年持有A,2020-10-15
900027.OF,中信证券信远一年持有期A,2021-03-31
900052.OF,中信证券臻选回报两年持有B,2020-10-15
900059.OF,中信证券成长动力C,2020-11-25
900077.OF,中信证券信远一年持有期B,2021-03-31
900078.OF,中信证券稳健回报C,2020-09-16
900079.OF,中信证券臻选价值成长C,2020-02-18
900087.OF,中信证券信远一年持有期C,2021-03-31
900089.OF,中信证券红利价值一年持有C,2019-10-22
900090.OF,中信证券卓越成长两年持有B,2020-06-01
900099.OF,中信证券红利价值一年持有B,2019-10-22
900100.OF,中信证券卓越成长两年持有C,2020-06-01
900133.OF,中信证券品质生活C,2021-07-16
900152.OF,中信证券臻选回报两年持有C,2020-10-15
910004.OF,东方红启恒三年持有A,2021-04-21
910005.OF,东方红启兴三年持有A,2021-10-29
910006.OF,东方红启盛三年持有A,2021-04-12
910009.OF,东方红启程三年持有,2021-03-29
910021.OF,东方红启华三年持有A,2021-04-22
910022.OF,东方红启航三年持有A,2020-10-29
910024.OF,东方红启阳三年持有A,2021-03-15
910028.OF,东方红内需增长A,2021-06-01
920019.OF,中金优势领航一年持有A,2022-11-03
952004.OF,国泰君安君得明,2019-08-30
952009.OF,国泰君安君得鑫两年持有A,2020-01-06
952035.OF,国泰君安君得诚,2020-03-25
952099.OF,国泰君安君得鑫两年持有C,2020-01-06
959991.OF,兴证资管金麒麟领先优势一年持有A,2020-04-13
959993.OF,兴证资管金麒麟领先优势一年持有C,2020-04-13
960001.OF,广发行业领先H,2015-07-02
960006.OF,上投摩根行业轮动H,2015-07-24
960007.OF,上投摩根新兴动力H,2015-07-24
960008.OF,景顺长城核心竞争力H,2015-10-16
960010.OF,工银核心价值H,2015-08-19
960011.OF,中银持续增长H,2015-09-24
960013.OF,汇添富价值精选O,2015-11-25
960014.OF,汇添富民营活力O,2015-11-25
960015.OF,汇添富医药保健O,2015-11-25
960016.OF,交银成长H,2015-11-17
960018.OF,大成内需增长H,2015-07-22
960019.OF,招商行业领先H,2015-12-31
960020.OF,南方优选价值H,2015-10-14
960021.OF,国富潜力组合H人民币,2016-02-29
960023.OF,工银稳健成长H,2015-08-19
960024.OF,嘉实成长收益H,2016-01-07
960025.OF,嘉实研究精选H,2015-12-04
960026.OF,博时特许价值R,2016-01-26
960028.OF,建信优选成长H,2016-04-07
960031.OF,浦银安盛价值成长H,2015-11-02
960032.OF,农银汇理行业成长H,2016-07-08
960033.OF,农银汇理消费主题H,2018-05-28
960041.OF,华泰柏瑞量化增强H,2015-12-25
970009.OF,方正证券金立方一年持有A,2020-09-07
970010.OF,方正证券金立方一年持有C,2020-09-07
970016.OF,中信建投价值增长A,2020-12-07
970017.OF,中信建投价值增长C,2020-12-07
970067.OF,兴证资管金麒麟消费升级A,2021-08-02
970068.OF,兴证资管金麒麟消费升级B,2021-08-02
970069.OF,兴证资管金麒麟消费升级C,2021-08-02
970073.OF,东证融汇成长优选A,2021-11-08
970074.OF,东证融汇成长优选C,2021-11-08
970093.OF,兴证资管金麒麟均衡优选一年持有A,2021-11-15
970094.OF,兴证资管金麒麟均衡优选一年持有B,2021-11-15
970095.OF,兴证资管金麒麟均衡优选一年持有C,2021-11-15
970100.OF,兴证资管金麒麟兴享优选一年持有A,2021-12-01
970101.OF,兴证资管金麒麟兴享优选一年持有B,2021-12-01
970102.OF,兴证资管金麒麟兴享优选一年持有C,2021-12-01
970112.OF,兴证资管金麒麟兴睿优选一年持有A,2021-12-13
970113.OF,兴证资管金麒麟兴睿优选一年持有B,2021-12-13
970114.OF,兴证资管金麒麟兴睿优选一年持有C,2021-12-13
970184.OF,招商资管核心优势A,2022-08-08
970185.OF,招商资管核心优势C,2022-08-08
970206.OF,中金优势领航一年持有C,2022-11-03
F050026.OF,博时医疗保健行业R,2016-01-26
F080012.OF,长盛电子信息产业H,2016-09-27
F161616.OF,融通医疗保健行业H,2016-05-10
F202003.OF,南方绩优成长H,2016-06-14
F450004.OF,国富潜力组合H美元,2016-02-29
F450005.OF,国富潜力组合H港币,2016-02-29
